,reward,stars,review_count,p_with,p_without,price_rating,N_receivers,trans_reward,effective_price
0,0,4.0,759,0.007855375013450985,0.00041518322752194926,3.750428666666668,27879,0.0,0.312392833333333
1,0,4.0,53,0.007745266781411359,3.245432431228909e-05,4.067826923076924,1162,0.0,0.2330432692307689
2,0,3.5,82,0.0058004640371229705,5.734814625890122e-05,3.7900384615384612,862,0.0,0.3024903846153847
3,0,4.5,106,0.002873563218390805,7.77120955481532e-05,4.200897058823529,696,0.0,0.19977573529411785
4,0,5.0,36,0.004557291666666667,2.11390154503554e-05,4.118263888888889,1536,0.0,0.22043402777777765
5,0,2.5,21,0.0040650406504065045,1.357866459868634e-05,2.430772727272727,492,0.0,0.6423068181818182
6,0,4.0,623,0.02477017364657814,0.00025259576384730744,4.323695999999999,11748,0.0,0.16907600000000023
7,0,3.0,15,0.0014943215780035865,6.803981084932583e-06,3.2700937499999987,3346,0.0,0.4324765625000003
8,0,5.0,5,0.006389776357827476,1.508536809806696e-06,3.9885,313,0.0,0.25287499999999996
9,1,4.5,209,0.0040386303775241435,0.00014010842119772251,4.044066666666667,5695,0.1,0.23898333333333333
10,0,4.0,123,0.01056338028169014,7.852630291370337e-05,4.20086403508772,1704,0.0,0.1997839912280699
11,0,3.5,23,0.0035327886950761757,4.540047761302449e-06,3.7460277777777784,4529,0.0,0.3134930555555554
12,0,4.0,23,0.008759124087591242,1.2071681645611646e-05,3.2176590909090907,685,0.0,0.4455852272727273
13,0,3.0,7,0.001422475106685633,3.0195629937457297e-06,4.44405,1406,0.0,0.13898750000000004
14,0,3.5,5,0.0013831258644536654,7.553258022315345e-07,3.840416666666666,2169,0.0,0.28989583333333346
15,0,3.5,81,0.0023691068467187873,5.295488244016098e-05,3.7261666666666673,4221,0.0,0.3184583333333332
16,0,4.5,321,0.0075304712367052235,0.0001698116081083139,4.174785472972975,12881,0.0,0.20630363175675615
17,0,4.5,33,0.002617801047120419,2.263575226527291e-05,4.712548076923077,764,0.0,0.07186298076923081
18,0,4.0,26,0.006369426751592357,1.7348186397965887e-05,3.987625,314,0.0,0.25309375
19,0,4.5,9,0.00684931506849315,4.525538746531363e-06,3.7414583333333327,292,0.0,0.31463541666666683
20,0,4.0,27,0.01092896174863388,1.810066685873485e-05,4.06225,183,0.0,0.23443750000000008
21,0,2.5,3,0.001314060446780552,0.0,2.5955000000000004,1522,0.0,0.6011249999999999
22,0,3.0,241,0.0041915756201470495,0.00013647994583499806,3.5829949999999986,14553,0.0,0.35425125000000035
23,0,4.5,7,0.01948051948051948,2.262533872017509e-06,3.903625,154,0.0,0.27409375
24,0,4.0,9,0.0033860045146726857,3.772972687450715e-06,2.918333333333333,886,0.0,0.5204166666666667
25,0,3.0,50,0.006782215523737754,2.3423680736742762e-05,3.78553448275862,2654,0.0,0.303616379310345
26,0,3.0,6,0.008032128514056224,2.2626959871840902e-06,4.2020625,249,0.0,0.19948437499999994
27,1,3.5,16,0.001467351430667645,9.813261188250052e-06,3.14040625,1363,0.1,0.46489843750000004
28,0,4.0,50,0.009819967266775776,2.3409158871165053e-05,4.074725806451613,1833,0.0,0.23131854838709676
29,0,4.5,45,0.002338269680436477,2.871098988693159e-05,4.01032,2566,0.0,0.24741999999999997
30,0,2.0,4,0.00199203187250996,7.546617341975721e-07,2.77825,1004,0.0,0.5554375
31,0,4.5,46,0.006934812760055479,3.0180023842218834e-05,4.000864583333335,721,0.0,0.24978385416666615
32,0,4.0,29,0.009523809523809523,1.9609455075869737e-05,4.098947368421054,210,0.0,0.2252631578947366
33,0,4.5,87,0.010767160161507404,5.8852023377834524e-05,3.693469512195121,743,0.0,0.3266326219512198
34,0,3.0,13,0.0018445930366612867,3.026258848024307e-06,3.9711500000000006,4337,0.0,0.25721249999999984
35,0,4.0,23,0.0016,1.4348004041606189e-05,4.047766666666666,1875,0.0,0.23805833333333348
36,0,4.5,56,0.014962593516209474,3.6961605189711096e-05,3.9606973684210534,401,0.0,0.25982565789473666
37,0,3.0,7,0.0029850746268656717,2.2639869111370045e-06,4.57545,1005,0.0,0.1061375
38,1,4.0,4,0.01,7.542041223288918e-07,4.02575,200,0.1,0.2435624999999999
39,0,3.5,88,0.0037678975131876405,6.189735003857261e-05,3.297068750000001,1327,0.0,0.4257328124999997
40,1,4.0,27,0.003284072249589491,1.810648423377885e-05,3.97225,609,0.1,0.25693750000000004
41,0,4.5,159,0.0125,8.844734094786822e-05,4.628710084033615,3280,0.0,0.09282247899159635
42,0,3.0,4,0.024390243902439025,7.541370070866255e-07,1.69375,82,0.0,0.8265625
43,0,4.5,182,0.0063039150630391505,0.00010832734250302824,4.009252427184468,6028,0.0,0.24768689320388293
44,0,2.5,19,0.0039603960396039604,1.207004245637434e-05,4.3119545454545465,505,0.0,0.17201136363636338
45,0,4.0,742,0.009610685779442909,0.0003880004148915328,3.8995340375586833,24556,0.0,0.27511649061032917
46,0,5.0,36,0.012244897959183671,2.4135351048681e-05,4.577333333333334,245,0.0,0.10566666666666658
47,0,4.0,196,0.010393793002488657,9.399137401744904e-05,3.9826826923076935,6831,0.0,0.25432932692307664
48,0,4.0,36,0.006622516556291391,1.6616477352119016e-05,3.65796153846154,2114,0.0,0.335509615384615
49,0,4.0,120,0.00914866581956798,6.2775778533104e-05,3.9704467213114767,3935,0.0,0.2573883196721308
50,0,4.0,85,0.018855218855218854,4.2276403123622245e-05,4.1656462264150935,1485,0.0,0.20858844339622662
51,0,3.0,23,0.001784121320249777,1.2096121832139093e-05,3.1034375,3363,0.0,0.474140625
52,0,2.0,4,0.03571428571428571,7.541222205882908e-07,2.9186666666666667,56,0.0,0.5203333333333333
53,0,2.5,9,0.0009537434430138293,4.531708363418842e-06,3.13655,2097,0.0,0.46586249999999996
54,0,4.0,21,0.0012172854534388314,1.3590464929805247e-05,3.503925,1643,0.0,0.37401874999999996
55,0,4.0,243,0.005676126878130217,0.00014501380288448398,4.180416118421049,8985,0.0,0.20489597039473773
56,1,3.0,745,0.004942043310270465,0.0004877887905215582,3.5959632152588537,22258,0.1,0.3510091961852866
57,0,4.0,10,0.0125,5.279269590426724e-06,3.8760625,160,0.0,0.28098437499999995
58,0,3.0,211,0.004688415706192615,0.00014080434101297368,3.286256097560976,5119,0.0,0.428435975609756
59,0,3.5,34,0.0043956043956043965,2.188363790578113e-05,3.7022788461538463,910,0.0,0.32443028846153843
60,1,5.0,77,0.006346328195829557,5.2075550302717436e-05,4.2285449999999996,1103,0.1,0.1928637500000001
61,0,3.0,21,0.0037907505686125853,1.1322617608029095e-05,4.05875,1319,0.0,0.23531250000000004
62,0,2.5,3,0.0032414910858995136,0.0,3.315583333333333,617,0.0,0.4211041666666667
63,0,4.0,24,0.0024968789013732834,1.1338751240648364e-05,3.25985,3204,0.0,0.43503749999999997
64,0,4.0,104,0.0029531192321889995,6.58750055842318e-05,3.903316666666666,5418,0.0,0.2741708333333335
65,0,3.5,53,0.002553191489361702,3.2512309311525384e-05,3.613901785714285,3525,0.0,0.34652455357142875
66,0,4.0,116,0.004180064308681672,6.743032136988106e-05,3.633824324324325,6220,0.0,0.3415439189189188
67,0,3.0,42,0.0013910969793322733,2.5736732903428965e-05,4.008556818181818,5032,0.0,0.24786079545454553
68,0,3.0,8,0.005836575875486381,3.01753110131587e-06,4.19725,514,0.0,0.2006874999999999
69,0,3.5,126,0.005508630187293426,8.31206201100517e-05,3.9740754716981126,2723,0.0,0.25648113207547185
70,0,3.0,75,0.012004801920768308,4.829211902800037e-05,3.046391891891892,833,0.0,0.48840202702702695
71,0,4.0,229,0.004112903225806453,0.000134733854963953,3.662048913043477,12400,0.0,0.3344877717391308
72,0,3.5,34,0.004288597376387487,1.2101620331327236e-05,3.274366666666667,3964,0.0,0.4314083333333333
73,0,3.5,91,0.01008403361344538,6.337202547555425e-05,3.340825,595,0.0,0.41479374999999996
74,1,4.5,15,0.006944444444444444,9.051050185810518e-06,3.9626590909090913,288,0.1,0.2593352272727272
75,0,3.5,76,0.004931918087273507,2.2023521120556754e-05,4.3697819148936174,9327,0.0,0.15755452127659564
76,0,4.0,32,0.0078125,1.8863183818708206e-05,4.3423645833333335,768,0.0,0.16440885416666662
77,0,2.5,91,0.005452067242162653,4.993572666696426e-05,3.5085652173913044,4402,0.0,0.3728586956521739
78,0,3.0,40,0.013944223107569721,2.4140030280650484e-05,3.204515625,502,0.0,0.44887109375
79,0,3.5,98,0.004347826086956522,6.27418490400875e-05,3.7093475609756097,3220,0.0,0.3226631097560976
80,0,3.5,114,0.004604200323101777,4.1865814735396634e-05,4.051182291666667,12380,0.0,0.23720442708333334
81,0,3.5,14,0.002906131938390003,2.2681565935312173e-06,3.953625,3441,0.0,0.26159374999999996
